population_size	beta	factor_effect_age_mature_immunity	immune_effect_on_progression_to_clinical	p_treatment	total_time
100000	0.75	2	0.1	0	4735
100000	0.75	2	0.2	0	4735
100000	0.75	2	0.3	0	4735
100000	0.75	2	0.4	0	4735
100000	0.75	2	0.5	0	4735
100000	0.75	3	0.1	0	4735
100000	0.75	3	0.2	0	4735
100000	0.75	3	0.3	0	4735
100000	0.75	3	0.4	0	4735
100000	0.75	3	0.5	0	4735
100000	0.75	4	0.1	0	4735
100000	0.75	4	0.2	0	4735
100000	0.75	4	0.3	0	4735
100000	0.75	4	0.4	0	4735
100000	0.75	4	0.5	0	4735
100000	0.75	5	0.1	0	4735
100000	0.75	5	0.2	0	4735
100000	0.75	5	0.3	0	4735
100000	0.75	5	0.4	0	4735
100000	0.75	5	0.5	0	4735
100000	0.8	0.1	0.1	0	4735
100000	0.8	0.1	0.2	0	4735
100000	0.8	0.1	0.3	0	4735
100000	0.8	0.1	0.4	0	4735
100000	0.8	0.1	0.5	0	4735
100000	0.8	0.2	0.1	0	4735
100000	0.8	0.2	0.2	0	4735
100000	0.8	0.2	0.3	0	4735
100000	0.8	0.2	0.4	0	4735
100000	0.8	0.2	0.5	0	4735
100000	0.8	0.3	0.1	0	4735
100000	0.8	0.3	0.2	0	4735
100000	0.8	0.3	0.3	0	4735
100000	0.8	0.3	0.4	0	4735
100000	0.8	0.3	0.5	0	4735
100000	0.8	0.4	0.1	0	4735
100000	0.8	0.4	0.2	0	4735
100000	0.8	0.4	0.3	0	4735
100000	0.8	0.4	0.4	0	4735
100000	0.8	0.4	0.5	0	4735
100000	0.8	0.5	0.1	0	4735
100000	0.8	0.5	0.2	0	4735
100000	0.8	0.5	0.3	0	4735
100000	0.8	0.5	0.4	0	4735
100000	0.8	0.5	0.5	0	4735
100000	0.8	1	0.1	0	4735
100000	0.8	1	0.2	0	4735
100000	0.8	1	0.3	0	4735
100000	0.8	1	0.4	0	4735
100000	0.8	1	0.5	0	4735
100000	0.8	2	0.1	0	4735
100000	0.8	2	0.2	0	4735
100000	0.8	2	0.3	0	4735
100000	0.8	2	0.4	0	4735
100000	0.8	2	0.5	0	4735
100000	0.8	3	0.1	0	4735
100000	0.8	3	0.2	0	4735
100000	0.8	3	0.3	0	4735
100000	0.8	3	0.4	0	4735
100000	0.8	3	0.5	0	4735
100000	0.8	4	0.1	0	4735
100000	0.8	4	0.2	0	4735
100000	0.8	4	0.3	0	4735
100000	0.8	4	0.4	0	4735
100000	0.8	4	0.5	0	4735
100000	0.8	5	0.1	0	4735
100000	0.8	5	0.2	0	4735
100000	0.8	5	0.3	0	4735
100000	0.8	5	0.4	0	4735
100000	0.8	5	0.5	0	4735
100000	0.85	0.1	0.1	0	4735
100000	0.85	0.1	0.2	0	4735
100000	0.85	0.1	0.3	0	4735
100000	0.85	0.1	0.4	0	4735
100000	0.85	0.1	0.5	0	4735
100000	0.85	0.2	0.1	0	4735
100000	0.85	0.2	0.2	0	4735
100000	0.85	0.2	0.3	0	4735
100000	0.85	0.2	0.4	0	4735
100000	0.85	0.2	0.5	0	4735
100000	0.85	0.3	0.1	0	4735
100000	0.85	0.3	0.2	0	4735
100000	0.85	0.3	0.3	0	4735
100000	0.85	0.3	0.4	0	4735
100000	0.85	0.3	0.5	0	4735
100000	0.85	0.4	0.1	0	4735
100000	0.85	0.4	0.2	0	4735
100000	0.85	0.4	0.3	0	4735
100000	0.85	0.4	0.4	0	4735
100000	0.85	0.4	0.5	0	4735
100000	0.85	0.5	0.1	0	4735
100000	0.85	0.5	0.2	0	4735
100000	0.85	0.5	0.3	0	4735
100000	0.85	0.5	0.4	0	4735
100000	0.85	0.5	0.5	0	4735
100000	0.85	1	0.1	0	4735
100000	0.85	1	0.2	0	4735
100000	0.85	1	0.3	0	4735
100000	0.85	1	0.4	0	4735
100000	0.85	1	0.5	0	4735
100000	0.85	2	0.1	0	4735
100000	0.85	2	0.2	0	4735
100000	0.85	2	0.3	0	4735
100000	0.85	2	0.4	0	4735
100000	0.85	2	0.5	0	4735
100000	0.85	3	0.1	0	4735
100000	0.85	3	0.2	0	4735
100000	0.85	3	0.3	0	4735
100000	0.85	3	0.4	0	4735
100000	0.85	3	0.5	0	4735
100000	0.85	4	0.1	0	4735
100000	0.85	4	0.2	0	4735
100000	0.85	4	0.3	0	4735
100000	0.85	4	0.4	0	4735
100000	0.85	4	0.5	0	4735
100000	0.85	5	0.1	0	4735
100000	0.85	5	0.2	0	4735
100000	0.85	5	0.3	0	4735
100000	0.85	5	0.4	0	4735
100000	0.85	5	0.5	0	4735
100000	0.9	0.1	0.1	0	4735
100000	0.9	0.1	0.2	0	4735
100000	0.9	0.1	0.3	0	4735
100000	0.9	0.1	0.4	0	4735
100000	0.9	0.1	0.5	0	4735
100000	0.9	0.2	0.1	0	4735
100000	0.9	0.2	0.2	0	4735
100000	0.9	0.2	0.3	0	4735
100000	0.9	0.2	0.4	0	4735
100000	0.9	0.2	0.5	0	4735
100000	0.9	0.3	0.1	0	4735
100000	0.9	0.3	0.2	0	4735
100000	0.9	0.3	0.3	0	4735
100000	0.9	0.3	0.4	0	4735
100000	0.9	0.3	0.5	0	4735
100000	0.9	0.4	0.1	0	4735
100000	0.9	0.4	0.2	0	4735
100000	0.9	0.4	0.3	0	4735
100000	0.9	0.4	0.4	0	4735
100000	0.9	0.4	0.5	0	4735
100000	0.9	0.5	0.1	0	4735
100000	0.9	0.5	0.2	0	4735
100000	0.9	0.5	0.3	0	4735
100000	0.9	0.5	0.4	0	4735
100000	0.9	0.5	0.5	0	4735
100000	0.9	1	0.1	0	4735
100000	0.9	1	0.2	0	4735
100000	0.9	1	0.3	0	4735
100000	0.9	1	0.4	0	4735
100000	0.9	1	0.5	0	4735
100000	0.9	2	0.1	0	4735
100000	0.9	2	0.2	0	4735
100000	0.9	2	0.3	0	4735
100000	0.9	2	0.4	0	4735
100000	0.9	2	0.5	0	4735
100000	0.9	3	0.1	0	4735
100000	0.9	3	0.2	0	4735
100000	0.9	3	0.3	0	4735
100000	0.9	3	0.4	0	4735
100000	0.9	3	0.5	0	4735
100000	0.9	4	0.1	0	4735
100000	0.9	4	0.2	0	4735
100000	0.9	4	0.3	0	4735
100000	0.9	4	0.4	0	4735
100000	0.9	4	0.5	0	4735
100000	0.9	5	0.1	0	4735
100000	0.9	5	0.2	0	4735
100000	0.9	5	0.3	0	4735
100000	0.9	5	0.4	0	4735
100000	0.9	5	0.5	0	4735
100000	0.95	0.1	0.1	0	4735
100000	0.95	0.1	0.2	0	4735
100000	0.95	0.1	0.3	0	4735
100000	0.95	0.1	0.4	0	4735
100000	0.95	0.1	0.5	0	4735
100000	0.95	0.2	0.1	0	4735
100000	0.95	0.2	0.2	0	4735
100000	0.95	0.2	0.3	0	4735
100000	0.95	0.2	0.4	0	4735
100000	0.95	0.2	0.5	0	4735
100000	0.95	0.3	0.1	0	4735
100000	0.95	0.3	0.2	0	4735
100000	0.95	0.3	0.3	0	4735
100000	0.95	0.3	0.4	0	4735
100000	0.95	0.3	0.5	0	4735
100000	0.95	0.4	0.1	0	4735
100000	0.95	0.4	0.2	0	4735
100000	0.95	0.4	0.3	0	4735
100000	0.95	0.4	0.4	0	4735
100000	0.95	0.4	0.5	0	4735
100000	0.95	0.5	0.1	0	4735
100000	0.95	0.5	0.2	0	4735
100000	0.95	0.5	0.3	0	4735
100000	0.95	0.5	0.4	0	4735
100000	0.95	0.5	0.5	0	4735
100000	0.95	1	0.1	0	4735
100000	0.95	1	0.2	0	4735
100000	0.95	1	0.3	0	4735
100000	0.95	1	0.4	0	4735
100000	0.95	1	0.5	0	4735
100000	0.95	2	0.1	0	4735
100000	0.95	2	0.2	0	4735
100000	0.95	2	0.3	0	4735
100000	0.95	2	0.4	0	4735
100000	0.95	2	0.5	0	4735
100000	0.95	3	0.1	0	4735
100000	0.95	3	0.2	0	4735
100000	0.95	3	0.3	0	4735
100000	0.95	3	0.4	0	4735
100000	0.95	3	0.5	0	4735
100000	0.95	4	0.1	0	4735
100000	0.95	4	0.2	0	4735
100000	0.95	4	0.3	0	4735
100000	0.95	4	0.4	0	4735
100000	0.95	4	0.5	0	4735
100000	0.95	5	0.1	0	4735
100000	0.95	5	0.2	0	4735
100000	0.95	5	0.3	0	4735
100000	0.95	5	0.4	0	4735
100000	0.95	5	0.5	0	4735
100000	1	0.1	0.1	0	4735
100000	1	0.1	0.2	0	4735
100000	1	0.1	0.3	0	4735
100000	1	0.1	0.4	0	4735
100000	1	0.1	0.5	0	4735
100000	1	0.2	0.1	0	4735
100000	1	0.2	0.2	0	4735
100000	1	0.2	0.3	0	4735
100000	1	0.2	0.4	0	4735
100000	1	0.2	0.5	0	4735
100000	1	0.3	0.1	0	4735
100000	1	0.3	0.2	0	4735
100000	1	0.3	0.3	0	4735
100000	1	0.3	0.4	0	4735
100000	1	0.3	0.5	0	4735
100000	1	0.4	0.1	0	4735
100000	1	0.4	0.2	0	4735
100000	1	0.4	0.3	0	4735
100000	1	0.4	0.4	0	4735
100000	1	0.4	0.5	0	4735
100000	1	0.5	0.1	0	4735
100000	1	0.5	0.2	0	4735
100000	1	0.5	0.3	0	4735
100000	1	0.5	0.4	0	4735
100000	1	0.5	0.5	0	4735
100000	1	1	0.1	0	4735
100000	1	1	0.2	0	4735
100000	1	1	0.3	0	4735
100000	1	1	0.4	0	4735
100000	1	1	0.5	0	4735
100000	1	2	0.1	0	4735
100000	1	2	0.2	0	4735
100000	1	2	0.3	0	4735
100000	1	2	0.4	0	4735
100000	1	2	0.5	0	4735
100000	1	3	0.1	0	4735
100000	1	3	0.2	0	4735
100000	1	3	0.3	0	4735
100000	1	3	0.4	0	4735
100000	1	3	0.5	0	4735
100000	1	4	0.1	0	4735
100000	1	4	0.2	0	4735
100000	1	4	0.3	0	4735
100000	1	4	0.4	0	4735
100000	1	4	0.5	0	4735
100000	1	5	0.1	0	4735
100000	1	5	0.2	0	4735
100000	1	5	0.3	0	4735
100000	1	5	0.4	0	4735
100000	1	5	0.5	0	4735
100000	1.5	0.1	0.1	0	4735
100000	1.5	0.1	0.2	0	4735
100000	1.5	0.1	0.3	0	4735
100000	1.5	0.1	0.4	0	4735
100000	1.5	0.1	0.5	0	4735
100000	1.5	0.2	0.1	0	4735
100000	1.5	0.2	0.2	0	4735
100000	1.5	0.2	0.3	0	4735
100000	1.5	0.2	0.4	0	4735
100000	1.5	0.2	0.5	0	4735
100000	1.5	0.3	0.1	0	4735
100000	1.5	0.3	0.2	0	4735
100000	1.5	0.3	0.3	0	4735
100000	1.5	0.3	0.4	0	4735
100000	1.5	0.3	0.5	0	4735
100000	1.5	0.4	0.1	0	4735
100000	1.5	0.4	0.2	0	4735
100000	1.5	0.4	0.3	0	4735
100000	1.5	0.4	0.4	0	4735
100000	1.5	0.4	0.5	0	4735
100000	1.5	0.5	0.1	0	4735
100000	1.5	0.5	0.2	0	4735
100000	1.5	0.5	0.3	0	4735
100000	1.5	0.5	0.4	0	4735
100000	1.5	0.5	0.5	0	4735
100000	1.5	1	0.1	0	4735
100000	1.5	1	0.2	0	4735
100000	1.5	1	0.3	0	4735
100000	1.5	1	0.4	0	4735
100000	1.5	1	0.5	0	4735
100000	1.5	2	0.1	0	4735
100000	1.5	2	0.2	0	4735
100000	1.5	2	0.3	0	4735
100000	1.5	2	0.4	0	4735
100000	1.5	2	0.5	0	4735
100000	1.5	3	0.1	0	4735
100000	1.5	3	0.2	0	4735
100000	1.5	3	0.3	0	4735
100000	1.5	3	0.4	0	4735
100000	1.5	3	0.5	0	4735
100000	1.5	4	0.1	0	4735
100000	1.5	4	0.2	0	4735
100000	1.5	4	0.3	0	4735
100000	1.5	4	0.4	0	4735
100000	1.5	4	0.5	0	4735
100000	1.5	5	0.1	0	4735
100000	1.5	5	0.2	0	4735
100000	1.5	5	0.3	0	4735
100000	1.5	5	0.4	0	4735
100000	1.5	5	0.5	0	4735
100000	2	0.1	0.1	0	4735
100000	2	0.1	0.2	0	4735
100000	2	0.1	0.3	0	4735
100000	2	0.1	0.4	0	4735
100000	2	0.1	0.5	0	4735
100000	2	0.2	0.1	0	4735
100000	2	0.2	0.2	0	4735
100000	2	0.2	0.3	0	4735
100000	2	0.2	0.4	0	4735
100000	2	0.2	0.5	0	4735
100000	2	0.3	0.1	0	4735
100000	2	0.3	0.2	0	4735
100000	2	0.3	0.3	0	4735
100000	2	0.3	0.4	0	4735
100000	2	0.3	0.5	0	4735
100000	2	0.4	0.1	0	4735
100000	2	0.4	0.2	0	4735
100000	2	0.4	0.3	0	4735
100000	2	0.4	0.4	0	4735
100000	2	0.4	0.5	0	4735
100000	2	0.5	0.1	0	4735
100000	2	0.5	0.2	0	4735
100000	2	0.5	0.3	0	4735
100000	2	0.5	0.4	0	4735
100000	2	0.5	0.5	0	4735
100000	2	1	0.1	0	4735
100000	2	1	0.2	0	4735
100000	2	1	0.3	0	4735
100000	2	1	0.4	0	4735
100000	2	1	0.5	0	4735
100000	2	2	0.1	0	4735
100000	2	2	0.2	0	4735
100000	2	2	0.3	0	4735
100000	2	2	0.4	0	4735
100000	2	2	0.5	0	4735
100000	2	3	0.1	0	4735
100000	2	3	0.2	0	4735
100000	2	3	0.3	0	4735
100000	2	3	0.4	0	4735
100000	2	3	0.5	0	4735
100000	2	4	0.1	0	4735
100000	2	4	0.2	0	4735
100000	2	4	0.3	0	4735
100000	2	4	0.4	0	4735
100000	2	4	0.5	0	4735
100000	2	5	0.1	0	4735
100000	2	5	0.2	0	4735
100000	2	5	0.3	0	4735
100000	2	5	0.4	0	4735
100000	2	5	0.5	0	4735
100000	3	0.1	0.1	0	4735
100000	3	0.1	0.2	0	4735
100000	3	0.1	0.3	0	4735
100000	3	0.1	0.4	0	4735
100000	3	0.1	0.5	0	4735
100000	3	0.2	0.1	0	4735
100000	3	0.2	0.2	0	4735
100000	3	0.2	0.3	0	4735
100000	3	0.2	0.4	0	4735
100000	3	0.2	0.5	0	4735
100000	3	0.3	0.1	0	4735
100000	3	0.3	0.2	0	4735
100000	3	0.3	0.3	0	4735
100000	3	0.3	0.4	0	4735
100000	3	0.3	0.5	0	4735
100000	3	0.4	0.1	0	4735
100000	3	0.4	0.2	0	4735
100000	3	0.4	0.3	0	4735
100000	3	0.4	0.4	0	4735
100000	3	0.4	0.5	0	4735
100000	3	0.5	0.1	0	4735
100000	3	0.5	0.2	0	4735
100000	3	0.5	0.3	0	4735
100000	3	0.5	0.4	0	4735
100000	3	0.5	0.5	0	4735
100000	3	1	0.1	0	4735
100000	3	1	0.2	0	4735
100000	3	1	0.3	0	4735
100000	3	1	0.4	0	4735
100000	3	1	0.5	0	4735
100000	3	2	0.1	0	4735
100000	3	2	0.2	0	4735
100000	3	2	0.3	0	4735
100000	3	2	0.4	0	4735
100000	3	2	0.5	0	4735
100000	3	3	0.1	0	4735
100000	3	3	0.2	0	4735
100000	3	3	0.3	0	4735
100000	3	3	0.4	0	4735
100000	3	3	0.5	0	4735
100000	3	4	0.1	0	4735
100000	3	4	0.2	0	4735
100000	3	4	0.3	0	4735
100000	3	4	0.4	0	4735
100000	3	4	0.5	0	4735
100000	3	5	0.1	0	4735
100000	3	5	0.2	0	4735
100000	3	5	0.3	0	4735
100000	3	5	0.4	0	4735
100000	3	5	0.5	0	4735
100000	4	0.1	0.1	0	4735
100000	4	0.1	0.2	0	4735
100000	4	0.1	0.3	0	4735
100000	4	0.1	0.4	0	4735
100000	4	0.1	0.5	0	4735
100000	4	0.2	0.1	0	4735
100000	4	0.2	0.2	0	4735
100000	4	0.2	0.3	0	4735
100000	4	0.2	0.4	0	4735
100000	4	0.2	0.5	0	4735
100000	4	0.3	0.1	0	4735
100000	4	0.3	0.2	0	4735
100000	4	0.3	0.3	0	4735
100000	4	0.3	0.4	0	4735
100000	4	0.3	0.5	0	4735
100000	4	0.4	0.1	0	4735
100000	4	0.4	0.2	0	4735
100000	4	0.4	0.3	0	4735
100000	4	0.4	0.4	0	4735
100000	4	0.4	0.5	0	4735
100000	4	0.5	0.1	0	4735
100000	4	0.5	0.2	0	4735
100000	4	0.5	0.3	0	4735
100000	4	0.5	0.4	0	4735
100000	4	0.5	0.5	0	4735
100000	4	1	0.1	0	4735
100000	4	1	0.2	0	4735
100000	4	1	0.3	0	4735
100000	4	1	0.4	0	4735
100000	4	1	0.5	0	4735
100000	4	2	0.1	0	4735
100000	4	2	0.2	0	4735
100000	4	2	0.3	0	4735
100000	4	2	0.4	0	4735
100000	4	2	0.5	0	4735
100000	4	3	0.1	0	4735
100000	4	3	0.2	0	4735
100000	4	3	0.3	0	4735
100000	4	3	0.4	0	4735
100000	4	3	0.5	0	4735
100000	4	4	0.1	0	4735
100000	4	4	0.2	0	4735
100000	4	4	0.3	0	4735
100000	4	4	0.4	0	4735
100000	4	4	0.5	0	4735
100000	4	5	0.1	0	4735
100000	4	5	0.2	0	4735
100000	4	5	0.3	0	4735
100000	4	5	0.4	0	4735
100000	4	5	0.5	0	4735
100000	6	0.1	0.1	0	4735
100000	6	0.1	0.2	0	4735
100000	6	0.1	0.3	0	4735
100000	6	0.1	0.4	0	4735
100000	6	0.1	0.5	0	4735
100000	6	0.2	0.1	0	4735
100000	6	0.2	0.2	0	4735
100000	6	0.2	0.3	0	4735
100000	6	0.2	0.4	0	4735
100000	6	0.2	0.5	0	4735
100000	6	0.3	0.1	0	4735
100000	6	0.3	0.2	0	4735
100000	6	0.3	0.3	0	4735
100000	6	0.3	0.4	0	4735
100000	6	0.3	0.5	0	4735
100000	6	0.4	0.1	0	4735
100000	6	0.4	0.2	0	4735
100000	6	0.4	0.3	0	4735
100000	6	0.4	0.4	0	4735
100000	6	0.4	0.5	0	4735
100000	6	0.5	0.1	0	4735
100000	6	0.5	0.2	0	4735
100000	6	0.5	0.3	0	4735
100000	6	0.5	0.4	0	4735
100000	6	0.5	0.5	0	4735
100000	6	1	0.1	0	4735
100000	6	1	0.2	0	4735
100000	6	1	0.3	0	4735
100000	6	1	0.4	0	4735
100000	6	1	0.5	0	4735
100000	6	2	0.1	0	4735
100000	6	2	0.2	0	4735
100000	6	2	0.3	0	4735
100000	6	2	0.4	0	4735
100000	6	2	0.5	0	4735
100000	6	3	0.1	0	4735
100000	6	3	0.2	0	4735
100000	6	3	0.3	0	4735
100000	6	3	0.4	0	4735
100000	6	3	0.5	0	4735
100000	6	4	0.1	0	4735
100000	6	4	0.2	0	4735
100000	6	4	0.3	0	4735
100000	6	4	0.4	0	4735
100000	6	4	0.5	0	4735
100000	6	5	0.1	0	4735
100000	6	5	0.2	0	4735
100000	6	5	0.3	0	4735
100000	6	5	0.4	0	4735
100000	6	5	0.5	0	4735
